id,show_name,show_date,start_time,end_time,theater,section,row,seat,accessible_seat,paid,payment_method
223,orci,"2012-03-05 24:59:00","2014-08-22 24:50:00","2017-00-12 24:52:00",theater2,x,223,34,true,true,credit
224,tempus,"2017-04-20 12:30:00","2019-04-17 03:37:00","2013-01-28 00:58:00",theater1,Z,224,51,true,true,cash
225,nec,"2018-01-07 24:51:00","2014-09-16 24:44:00","2016-01-29 03:52:00",theater1,N,225,15,true,false,credit
226,ante,"2015-06-20 04:31:00","2010-09-28 22:59:00","2016-00-27 13:45:00",theater2,x,226,02,true,true,check
227,amet,"2015-05-19 03:43:00","2018-04-22 04:50:00","2018-08-17 11:54:00",theater1,Y,227,04,true,false,cash
228,magna,"2015-06-26 14:40:00","2017-09-12 14:42:00","2018-05-13 04:34:00",theater1,J,228,24,false,false,check
229,ultrices,"2017-01-00 20:57:00","2013-00-16 13:57:00","2012-04-22 24:14:00",theater2,l,229,95,true,true,cash
230,tortor,"2019-01-05 24:51:00","2018-03-22 04:40:00","2011-00-04 24:28:00",theater2,D,230,50,true,false,check
231,a,"2012-09-06 14:46:00","2010-00-20 14:58:00","2010-06-29 13:51:00",theater1,E,231,19,true,true,check
232,et,"2011-09-24 22:56:00","2016-06-23 23:43:00","2017-07-28 23:36:00",theater2,T,232,98,false,false,check
233,lacus,"2012-05-28 04:46:00","2016-08-28 24:26:00","2011-01-16 24:58:00",theater2,N,233,32,true,false,check
234,justo,"2013-07-15 24:36:00","2017-01-14 20:20:00","2018-01-01 24:55:00",theater2,f,234,85,true,false,credit
235,donec,"2019-08-20 20:11:00","2015-04-27 13:50:00","2019-03-03 03:56:00",theater2,N,235,74,true,false,cash
236,luctus,"2011-03-16 24:36:00","2016-00-27 04:52:00","2011-06-04 24:49:00",theater1,h,236,82,true,false,credit
237,at,"2011-00-10 24:58:00","2015-09-28 14:16:00","2019-09-12 24:30:00",theater2,X,237,89,true,false,credit
238,eros,"2017-06-01 04:53:00","2019-04-01 24:49:00","2010-02-20 04:51:00",theater2,q,238,72,true,false,credit
239,risus,"2017-06-03 23:54:00","2010-06-01 24:28:00","2018-08-21 03:21:00",theater1,L,239,15,false,true,check
240,nec,"2011-02-27 24:59:00","2012-03-22 23:57:00","2010-07-15 04:51:00",theater1,U,240,93,false,true,credit
241,ante,"2010-08-24 24:57:00","2011-00-25 04:54:00","2011-03-11 23:43:00",theater1,x,241,21,true,false,check
242,in,"2016-06-24 14:37:00","2012-01-16 04:57:00","2017-05-04 21:43:00",theater1,v,242,09,false,false,cash
243,elementum,"2010-07-24 13:21:00","2012-08-27 24:42:00","2016-00-29 21:52:00",theater1,P,243,99,false,true,check
244,accumsan,"2018-03-12 21:56:00","2016-00-08 00:51:00","2014-04-25 01:44:00",theater2,K,244,17,false,true,cash
245,sapien,"2012-09-27 14:53:00","2012-09-25 22:32:00","2015-08-07 02:29:00",theater2,i,245,24,true,true,check
246,mi,"2011-08-26 03:44:00","2010-01-27 23:54:00","2016-04-23 14:55:00",theater1,A,246,31,true,true,credit
247,velit,"2012-02-13 13:04:00","2014-09-27 24:43:00","2010-09-27 04:08:00",theater1,T,247,80,false,false,cash
248,pede,"2018-09-24 23:52:00","2012-05-13 21:52:00","2017-04-26 22:49:00",theater1,c,248,80,true,false,credit
249,vel,"2011-01-16 20:38:00","2016-07-07 24:46:00","2019-06-21 20:33:00",theater1,U,249,45,true,false,cash
250,at,"2011-08-02 04:22:00","2010-00-05 23:44:00","2019-09-29 00:51:00",theater1,u,250,63,true,false,check
251,congue,"2011-09-06 04:38:00","2016-01-03 10:39:00","2015-05-13 04:58:00",theater1,H,251,33,true,false,cash
252,dolor,"2013-03-18 00:55:00","2014-04-12 04:46:00","2016-02-27 03:21:00",theater1,l,252,36,false,false,cash
253,varius,"2013-07-28 23:52:00","2010-05-24 24:52:00","2012-05-22 02:45:00",theater1,K,253,77,true,false,check
254,erat,"2014-09-28 04:49:00","2012-02-12 14:41:00","2017-00-27 04:03:00",theater2,l,254,21,false,false,cash
255,suspendisse,"2015-07-07 23:04:00","2017-03-01 22:47:00","2016-07-11 22:41:00",theater1,x,255,23,false,true,check
256,praesent,"2013-01-15 04:36:00","2012-06-29 23:50:00","2016-07-07 03:54:00",theater1,G,256,59,true,false,credit
257,vestibulum,"2014-01-02 24:07:00","2016-01-10 02:53:00","2012-00-07 01:51:00",theater2,D,257,49,false,false,credit
258,curabitur,"2010-02-29 04:54:00","2017-01-02 03:58:00","2010-02-29 24:38:00",theater1,y,258,64,true,true,cash
259,tortor,"2012-00-06 24:55:00","2019-04-17 02:59:00","2017-07-03 04:40:00",theater1,a,259,39,true,false,check
260,in,"2015-08-28 04:37:00","2018-09-17 23:32:00","2016-04-21 14:47:00",theater2,K,260,17,true,true,check
261,augue,"2016-07-03 14:56:00","2012-09-11 23:55:00","2013-02-23 03:41:00",theater2,R,261,60,false,false,credit
262,lacinia,"2012-09-08 24:57:00","2017-09-04 23:34:00","2011-02-11 24:54:00",theater1,O,262,79,false,false,check
263,porttitor,"2010-09-20 04:30:00","2011-07-13 04:50:00","2015-07-26 04:45:00",theater2,R,263,66,true,false,cash
264,pellentesque,"2013-01-03 14:13:00","2010-02-27 13:32:00","2014-03-28 23:46:00",theater2,Y,264,67,false,false,cash
265,sed,"2016-06-29 23:49:00","2011-03-01 24:50:00","2011-02-06 10:46:00",theater2,H,265,25,false,true,credit
266,amet,"2011-08-21 13:56:00","2012-05-18 21:57:00","2010-07-07 24:15:00",theater1,d,266,04,true,false,check
267,turpis,"2011-02-29 24:40:00","2015-01-18 03:53:00","2015-02-07 20:51:00",theater2,x,267,00,true,true,credit
268,porttitor,"2010-02-20 04:55:00","2011-07-23 14:54:00","2010-04-15 23:35:00",theater1,x,268,74,true,true,credit
269,vel,"2018-02-25 04:53:00","2019-00-13 04:47:00","2014-08-18 14:35:00",theater1,j,269,36,true,true,cash
270,eros,"2019-05-25 14:43:00","2015-07-13 21:54:00","2015-06-12 24:56:00",theater1,y,270,92,false,false,credit
271,diam,"2016-02-14 22:51:00","2019-06-00 24:53:00","2014-04-07 04:08:00",theater1,y,271,53,false,true,cash
272,interdum,"2014-02-20 23:31:00","2016-00-28 13:57:00","2018-05-21 13:11:00",theater2,Y,272,32,false,false,credit
273,morbi,"2011-07-26 20:11:00","2013-01-10 04:52:00","2019-07-21 24:40:00",theater2,s,273,77,true,false,cash
274,pede,"2011-06-05 12:44:00","2017-00-09 04:27:00","2019-06-09 24:47:00",theater1,L,274,85,false,true,check
275,tempus,"2014-03-02 13:57:00","2015-05-05 24:31:00","2015-09-22 14:56:00",theater2,i,275,68,true,true,credit
276,lobortis,"2016-02-05 24:04:00","2016-08-06 20:50:00","2015-06-18 14:57:00",theater1,k,276,38,true,false,check
277,hac,"2011-02-25 13:41:00","2011-00-26 04:46:00","2015-05-27 21:36:00",theater2,X,277,06,true,true,credit
278,tempus,"2016-08-27 24:58:00","2013-05-07 10:57:00","2018-09-00 24:53:00",theater1,F,278,56,true,false,check
279,elementum,"2016-04-06 24:44:00","2016-02-25 02:48:00","2019-03-11 04:47:00",theater1,D,279,44,false,true,check
280,congue,"2017-01-15 02:53:00","2012-01-23 24:46:00","2019-05-25 24:43:00",theater1,I,280,94,false,true,cash
281,lacus,"2014-02-05 20:58:00","2013-05-04 04:44:00","2019-00-23 24:38:00",theater2,N,281,28,false,false,credit
282,id,"2014-03-00 24:31:00","2012-01-27 24:56:00","2015-08-06 10:52:00",theater1,l,282,63,false,false,check
283,felis,"2015-05-27 24:50:00","2019-03-17 13:50:00","2019-03-22 04:56:00",theater1,t,283,84,true,true,cash
284,pede,"2017-00-19 24:40:00","2011-07-21 24:50:00","2018-06-23 14:45:00",theater2,d,284,30,false,false,cash
285,sit,"2014-01-23 04:33:00","2011-08-29 14:43:00","2011-00-24 22:51:00",theater1,E,285,51,true,true,check
286,a,"2012-04-20 24:51:00","2015-06-29 24:40:00","2017-07-06 04:45:00",theater2,I,286,11,true,true,check
287,nec,"2016-05-20 12:50:00","2010-06-20 02:56:00","2012-06-16 22:48:00",theater1,I,287,87,true,true,credit
288,accumsan,"2015-05-27 14:54:00","2010-06-27 04:59:00","2018-01-24 14:41:00",theater2,P,288,81,true,false,credit
289,lectus,"2013-04-23 22:54:00","2013-08-21 20:53:00","2011-07-08 23:50:00",theater2,s,289,34,true,false,check
290,nulla,"2016-04-21 22:45:00","2011-06-24 04:59:00","2016-07-21 13:52:00",theater1,Z,290,59,true,false,credit
291,phasellus,"2014-00-11 24:59:00","2011-03-22 24:45:00","2019-06-23 14:50:00",theater2,I,291,56,false,true,cash
292,sollicitudin,"2019-08-27 02:43:00","2013-08-23 24:38:00","2018-08-16 24:22:00",theater2,r,292,52,true,true,check
293,luctus,"2016-05-26 13:43:00","2015-03-22 10:56:00","2013-03-27 20:43:00",theater2,H,293,39,false,false,credit
294,varius,"2015-03-01 24:47:00","2014-02-22 23:53:00","2017-04-25 24:52:00",theater1,Z,294,30,true,true,check
295,in,"2013-04-25 04:55:00","2016-07-14 24:58:00","2012-00-17 23:52:00",theater1,X,295,11,false,true,credit
296,mauris,"2015-06-21 13:48:00","2015-03-10 14:25:00","2014-01-22 24:48:00",theater1,c,296,64,true,false,check
297,habitasse,"2014-04-05 23:17:00","2014-09-23 24:44:00","2017-01-06 24:41:00",theater2,q,297,87,true,true,check
298,donec,"2013-01-08 04:59:00","2014-00-01 23:55:00","2010-03-29 03:21:00",theater2,A,298,40,false,false,check
299,faucibus,"2014-03-09 03:46:00","2014-00-04 24:59:00","2011-02-15 23:57:00",theater1,V,299,72,false,true,check
300,nisi,"2017-07-28 04:59:00","2012-04-13 13:55:00","2012-03-28 03:23:00",theater1,M,300,21,true,true,cash
301,luctus,"2015-09-24 22:51:00","2015-09-22 24:49:00","2018-06-07 03:44:00",theater2,u,301,99,false,false,credit
302,varius,"2016-04-07 24:57:00","2011-09-15 04:23:00","2015-08-10 11:45:00",theater2,R,302,13,true,true,credit
303,consequat,"2012-02-01 01:56:00","2014-08-26 24:44:00","2018-07-24 23:59:00",theater1,q,303,56,true,true,credit
304,nec,"2014-05-26 03:46:00","2012-00-26 02:42:00","2018-08-29 24:56:00",theater1,x,304,11,false,true,cash
305,elementum,"2017-06-02 04:59:00","2014-09-25 11:50:00","2014-05-02 03:52:00",theater2,T,305,29,false,true,cash
306,ornare,"2010-08-15 24:58:00","2014-05-00 13:38:00","2012-05-21 24:41:00",theater1,D,306,31,true,false,check
307,pulvinar,"2014-09-02 04:56:00","2016-04-03 03:26:00","2010-09-27 03:35:00",theater2,k,307,91,true,true,credit
308,nibh,"2019-05-26 21:51:00","2014-06-29 23:52:00","2017-09-13 20:52:00",theater2,a,308,78,false,true,cash
309,mollis,"2013-00-17 13:51:00","2013-08-21 24:51:00","2010-05-29 23:05:00",theater2,x,309,89,true,true,check
310,nulla,"2018-03-09 20:47:00","2014-06-18 23:47:00","2010-04-22 23:52:00",theater1,m,310,04,true,false,cash
311,sed,"2014-06-11 04:43:00","2013-08-03 04:24:00","2012-02-24 23:56:00",theater2,e,311,84,false,true,cash
312,sociis,"2012-02-04 01:30:00","2014-02-17 14:27:00","2010-02-21 01:33:00",theater1,V,312,71,false,true,check
313,massa,"2010-08-01 04:51:00","2016-09-10 04:56:00","2018-06-09 14:42:00",theater2,h,313,20,true,true,check
314,montes,"2019-06-15 23:55:00","2015-02-10 02:52:00","2016-08-08 14:59:00",theater1,J,314,20,true,true,credit
315,pellentesque,"2011-03-13 20:59:00","2014-02-21 23:43:00","2010-09-27 24:39:00",theater2,O,315,42,true,true,credit
316,dictumst,"2019-08-29 24:32:00","2015-02-00 11:42:00","2012-09-13 03:35:00",theater1,S,316,79,false,false,check
317,integer,"2014-00-29 21:34:00","2016-02-17 14:32:00","2016-07-28 24:23:00",theater2,C,317,46,false,true,check
318,nec,"2011-03-01 14:47:00","2014-04-15 04:55:00","2018-02-24 24:53:00",theater2,u,318,29,true,false,cash
319,vivamus,"2016-05-14 04:51:00","2016-01-25 23:59:00","2010-00-23 14:58:00",theater1,f,319,69,true,true,cash
320,eget,"2010-03-26 11:53:00","2011-03-07 23:28:00","2019-01-01 13:51:00",theater1,U,320,53,false,false,cash
321,eget,"2017-09-12 01:53:00","2015-04-23 23:43:00","2019-08-16 24:42:00",theater1,i,321,05,true,true,credit
322,quam,"2017-04-23 02:53:00","2014-02-08 02:11:00","2014-03-27 23:53:00",theater2,y,322,04,true,false,check
323,dolor,"2011-04-21 23:54:00","2014-05-29 03:56:00","2013-02-17 01:55:00",theater1,J,323,28,true,true,credit
324,dapibus,"2010-00-20 23:16:00","2013-04-18 23:59:00","2010-02-12 14:46:00",theater1,i,324,23,true,true,cash
325,velit,"2016-06-27 24:46:00","2010-08-24 20:29:00","2010-00-05 24:47:00",theater1,E,325,18,true,true,check
326,enim,"2014-03-24 14:59:00","2013-01-28 24:31:00","2014-00-07 14:45:00",theater1,z,326,18,false,true,credit
327,volutpat,"2013-07-27 14:28:00","2015-03-23 24:05:00","2015-00-01 14:58:00",theater1,T,327,61,false,true,cash
328,id,"2015-03-20 14:52:00","2018-04-24 03:56:00","2012-02-15 22:50:00",theater1,R,328,90,false,false,credit
329,tortor,"2013-02-11 14:58:00","2013-02-16 24:40:00","2011-05-11 03:55:00",theater1,x,329,54,true,false,credit
330,at,"2013-04-12 14:46:00","2011-02-21 04:53:00","2015-03-14 14:37:00",theater2,o,330,22,false,false,cash
331,etiam,"2012-03-04 04:21:00","2010-02-02 03:57:00","2012-04-02 12:42:00",theater2,B,331,71,false,false,check
332,pulvinar,"2017-09-22 24:39:00","2013-08-28 04:54:00","2017-09-21 24:51:00",theater2,E,332,52,true,true,credit
333,sapien,"2016-03-03 20:25:00","2013-08-23 20:51:00","2019-06-12 10:57:00",theater2,i,333,90,false,true,cash
334,sodales,"2014-02-19 03:33:00","2017-04-26 23:59:00","2019-06-07 24:53:00",theater2,B,334,22,true,false,check
335,dictumst,"2011-06-26 04:30:00","2012-01-26 14:44:00","2014-08-23 03:40:00",theater2,x,335,34,false,false,check
336,sed,"2011-06-27 21:41:00","2019-07-00 23:48:00","2011-08-26 24:53:00",theater1,U,336,29,false,true,credit
337,felis,"2014-07-23 20:54:00","2010-00-05 14:55:00","2012-04-14 22:41:00",theater2,W,337,62,true,true,cash
338,nisl,"2015-04-29 02:57:00","2013-04-28 24:22:00","2011-06-25 20:51:00",theater1,A,338,71,true,true,credit
339,in,"2012-03-22 02:52:00","2016-04-29 14:28:00","2018-06-19 13:52:00",theater2,l,339,89,false,true,cash
340,nascetur,"2013-08-23 13:32:00","2010-05-24 23:34:00","2015-03-00 24:36:00",theater2,O,340,39,false,true,cash
341,proin,"2014-06-14 22:44:00","2011-03-23 04:31:00","2014-08-23 24:30:00",theater1,o,341,18,false,false,check
342,platea,"2016-09-06 13:46:00","2016-06-28 23:13:00","2012-04-26 13:54:00",theater1,n,342,38,true,true,cash
343,ac,"2016-02-27 24:56:00","2017-00-26 24:57:00","2011-08-22 24:53:00",theater2,E,343,21,false,false,credit
344,vel,"2011-09-28 03:49:00","2015-05-04 24:52:00","2017-09-07 20:59:00",theater1,f,344,79,true,true,cash
345,morbi,"2011-07-20 23:40:00","2012-06-25 20:46:00","2013-07-29 22:37:00",theater2,p,345,58,false,false,cash
346,luctus,"2011-05-09 23:59:00","2012-02-17 24:53:00","2014-08-08 03:03:00",theater1,V,346,93,true,false,cash
347,quam,"2014-00-12 14:55:00","2010-01-19 24:53:00","2013-00-01 23:31:00",theater2,N,347,13,true,true,credit
348,a,"2012-00-00 23:53:00","2013-05-21 03:56:00","2012-01-11 14:48:00",theater2,g,348,70,true,true,check
349,erat,"2014-03-22 14:54:00","2013-02-14 21:37:00","2015-06-22 23:47:00",theater2,J,349,88,true,true,credit
350,volutpat,"2018-03-03 24:59:00","2013-04-13 14:57:00","2012-03-29 13:37:00",theater2,z,350,09,true,true,credit
351,primis,"2019-08-12 20:28:00","2011-02-17 23:56:00","2015-02-20 11:41:00",theater2,e,351,19,false,false,check
352,cras,"2015-04-19 23:54:00","2013-07-02 24:28:00","2018-00-20 04:58:00",theater2,W,352,21,false,true,check
353,pede,"2015-02-23 00:55:00","2015-00-26 14:56:00","2018-02-28 04:40:00",theater1,E,353,62,false,true,credit
354,tortor,"2015-09-21 14:44:00","2015-01-17 01:48:00","2017-01-21 24:23:00",theater1,A,354,73,false,true,credit
355,eu,"2011-04-24 11:41:00","2014-07-24 20:10:00","2018-04-19 04:54:00",theater1,f,355,47,false,true,check
356,nulla,"2010-00-20 14:51:00","2013-07-28 04:52:00","2019-01-21 22:37:00",theater1,P,356,40,false,true,cash
357,sagittis,"2012-03-10 24:39:00","2019-07-15 12:49:00","2017-08-18 24:33:00",theater2,I,357,02,true,false,cash
358,interdum,"2011-07-03 04:50:00","2017-06-19 22:52:00","2017-07-26 14:59:00",theater2,c,358,71,false,true,check
359,neque,"2014-09-15 24:15:00","2015-04-01 13:15:00","2013-04-26 21:47:00",theater1,v,359,71,true,true,check
360,justo,"2016-01-26 01:13:00","2015-04-22 24:48:00","2019-01-06 13:18:00",theater2,N,360,38,false,true,cash
361,et,"2012-03-26 04:59:00","2017-07-16 20:59:00","2012-07-27 23:57:00",theater1,j,361,21,true,false,cash
362,posuere,"2011-09-26 24:47:00","2013-06-18 14:51:00","2012-02-28 24:56:00",theater1,F,362,75,true,true,cash
363,libero,"2012-09-00 14:52:00","2011-07-26 22:28:00","2016-08-02 22:20:00",theater1,D,363,72,true,false,cash
364,at,"2013-03-11 23:49:00","2018-05-05 24:47:00","2018-02-26 24:56:00",theater1,j,364,08,false,true,check
365,nulla,"2019-05-01 03:55:00","2019-01-14 24:46:00","2012-02-12 23:58:00",theater1,g,365,04,true,false,cash
366,sed,"2016-00-26 24:57:00","2014-03-14 24:43:00","2014-07-01 21:53:00",theater1,s,366,11,true,true,cash
367,potenti,"2011-02-29 23:00:00","2015-04-16 22:59:00","2010-04-12 24:43:00",theater1,x,367,86,false,false,cash
368,lobortis,"2016-02-06 03:46:00","2010-02-28 24:40:00","2011-06-24 13:27:00",theater1,q,368,16,true,true,cash
369,elit,"2016-07-19 24:53:00","2016-07-23 02:51:00","2015-09-20 24:36:00",theater1,m,369,85,true,false,check
370,curabitur,"2014-08-10 24:55:00","2018-09-07 10:22:00","2018-02-28 24:57:00",theater2,X,370,74,true,false,check
371,nam,"2014-04-21 04:23:00","2010-02-16 22:07:00","2017-01-29 14:56:00",theater1,g,371,30,true,true,cash
372,lorem,"2014-05-02 24:22:00","2012-08-15 23:43:00","2016-07-23 03:56:00",theater2,Q,372,53,true,true,check
373,sapien,"2018-02-21 20:59:00","2010-07-14 04:58:00","2011-09-23 04:59:00",theater2,I,373,27,false,true,credit
374,turpis,"2016-04-01 04:21:00","2014-03-08 20:43:00","2015-02-07 23:43:00",theater2,a,374,61,false,false,check
375,nisi,"2017-05-29 24:58:00","2014-01-17 21:53:00","2011-05-25 22:47:00",theater1,d,375,97,true,true,check
376,sodales,"2010-07-07 24:53:00","2010-00-13 24:52:00","2010-09-25 03:49:00",theater1,r,376,41,true,false,check
377,et,"2018-08-28 14:57:00","2017-08-00 14:34:00","2018-01-21 24:52:00",theater2,u,377,64,true,true,cash
378,commodo,"2019-06-28 03:56:00","2012-07-17 04:56:00","2019-03-15 14:58:00",theater2,O,378,14,true,false,credit
379,rhoncus,"2011-06-06 04:52:00","2014-06-01 03:56:00","2016-01-20 24:55:00",theater1,B,379,38,true,true,credit
380,odio,"2018-07-02 04:58:00","2015-04-06 13:41:00","2015-08-23 21:53:00",theater1,z,380,29,true,true,check
381,nulla,"2014-02-09 24:41:00","2012-09-28 13:58:00","2018-08-13 14:51:00",theater2,u,381,05,false,true,credit
382,eleifend,"2016-05-29 14:43:00","2017-04-21 24:52:00","2015-07-18 23:51:00",theater2,B,382,91,true,false,cash
383,convallis,"2012-09-19 23:45:00","2015-05-15 23:30:00","2014-02-28 22:22:00",theater1,Y,383,58,true,true,cash
384,potenti,"2014-02-28 22:09:00","2018-00-06 12:56:00","2017-04-06 04:29:00",theater1,Z,384,41,false,true,credit
385,quam,"2014-05-28 23:44:00","2015-08-07 04:52:00","2015-05-28 23:55:00",theater1,W,385,83,false,false,check
386,donec,"2014-04-18 14:39:00","2016-02-23 12:57:00","2011-01-25 24:40:00",theater2,t,386,58,true,true,cash
387,pharetra,"2015-00-12 22:56:00","2011-05-12 24:45:00","2018-09-27 22:46:00",theater1,V,387,54,true,true,credit
388,a,"2019-07-19 23:17:00","2018-05-16 14:45:00","2016-01-09 01:43:00",theater2,m,388,66,false,true,check
389,nullam,"2015-09-27 24:46:00","2010-03-12 04:58:00","2019-09-14 24:58:00",theater2,I,389,65,true,true,cash
390,sociis,"2014-08-21 13:45:00","2019-07-17 24:46:00","2016-05-27 14:50:00",theater1,B,390,09,false,false,cash
391,posuere,"2019-06-00 23:44:00","2017-03-29 04:49:00","2010-08-05 13:56:00",theater2,d,391,66,false,true,check
392,luctus,"2016-09-25 23:58:00","2019-00-20 13:52:00","2013-09-01 23:46:00",theater2,O,392,19,false,false,credit
393,laoreet,"2018-04-27 04:54:00","2017-02-28 03:55:00","2015-05-18 22:59:00",theater2,t,393,49,true,false,check
394,gravida,"2016-04-25 13:58:00","2013-02-23 24:30:00","2012-05-06 24:53:00",theater2,Q,394,12,true,false,check
395,cursus,"2019-00-22 04:59:00","2012-05-02 24:31:00","2012-07-09 24:51:00",theater2,r,395,17,false,false,credit
396,hac,"2019-04-27 22:09:00","2013-02-05 12:55:00","2019-06-23 04:59:00",theater2,e,396,18,false,true,cash
397,dis,"2014-03-02 22:45:00","2019-05-03 14:50:00","2013-01-23 03:55:00",theater2,E,397,95,true,false,cash
398,eget,"2016-05-27 22:57:00","2015-03-14 22:42:00","2012-06-20 14:47:00",theater1,a,398,59,true,false,check
399,proin,"2012-07-24 24:13:00","2014-02-20 24:44:00","2012-00-09 04:52:00",theater2,T,399,43,true,true,cash
400,accumsan,"2012-03-11 23:46:00","2012-00-00 14:56:00","2012-07-17 02:53:00",theater1,D,400,39,true,false,check
401,cubilia,"2013-06-04 22:50:00","2015-03-25 13:57:00","2017-03-23 24:43:00",theater1,C,401,65,false,true,credit
402,ut,"2014-06-28 24:57:00","2014-02-27 12:43:00","2010-03-02 24:47:00",theater1,d,402,84,false,true,check
403,sed,"2011-09-20 13:50:00","2019-07-18 24:52:00","2018-07-28 02:44:00",theater2,B,403,55,false,false,cash
404,sapien,"2018-03-05 14:57:00","2013-02-11 04:27:00","2016-06-08 14:51:00",theater2,Y,404,41,true,true,cash
405,fusce,"2012-03-00 03:06:00","2011-00-11 14:49:00","2011-07-24 04:54:00",theater2,F,405,42,true,false,cash
406,libero,"2010-03-15 23:36:00","2015-01-29 14:50:00","2013-09-29 24:56:00",theater2,B,406,97,false,false,check
407,in,"2010-04-09 24:55:00","2019-03-24 14:48:00","2015-09-17 11:58:00",theater1,p,407,72,true,true,cash
408,tempus,"2011-04-20 04:59:00","2014-06-04 02:29:00","2012-00-26 14:49:00",theater1,w,408,07,false,false,cash
409,maecenas,"2011-00-05 23:52:00","2011-03-21 23:52:00","2018-01-11 23:35:00",theater2,Q,409,46,false,false,check
410,eleifend,"2013-07-24 23:46:00","2019-08-28 04:57:00","2012-02-26 24:48:00",theater2,G,410,95,true,true,check
411,amet,"2011-01-28 20:52:00","2011-08-23 03:58:00","2010-03-09 02:52:00",theater1,a,411,20,true,true,cash
412,vel,"2013-01-20 24:52:00","2018-03-15 13:58:00","2017-03-12 04:35:00",theater2,Q,412,30,true,true,check
413,justo,"2014-06-25 14:55:00","2019-07-04 12:24:00","2019-02-16 02:36:00",theater1,I,413,19,true,true,cash
414,erat,"2016-02-22 14:56:00","2017-09-21 24:52:00","2019-03-15 02:24:00",theater1,v,414,94,true,true,credit
415,in,"2014-02-23 04:38:00","2016-07-04 04:50:00","2012-05-15 14:50:00",theater1,u,415,61,false,false,check
416,duis,"2011-01-24 03:43:00","2012-06-12 13:49:00","2012-01-00 14:59:00",theater2,H,416,81,true,true,cash
417,sapien,"2015-04-25 13:20:00","2012-06-05 24:42:00","2018-02-10 24:59:00",theater1,F,417,60,true,true,cash
418,elementum,"2011-06-07 12:21:00","2017-05-28 24:34:00","2016-03-22 04:40:00",theater2,o,418,49,true,true,cash
419,nulla,"2012-09-02 14:57:00","2017-03-09 03:57:00","2012-04-29 04:39:00",theater2,P,419,52,true,true,credit
420,blandit,"2017-05-27 10:36:00","2013-01-05 23:57:00","2019-05-22 24:40:00",theater1,J,420,21,false,false,credit
421,sapien,"2019-09-12 24:11:00","2012-07-23 21:42:00","2018-04-20 10:54:00",theater1,w,421,19,true,false,cash
422,rhoncus,"2011-00-16 24:42:00","2013-01-24 22:25:00","2013-00-19 13:57:00",theater2,W,422,19,false,false,cash
423,duis,"2010-00-26 24:30:00","2017-03-17 04:40:00","2015-07-24 22:40:00",theater1,y,423,28,false,false,cash
424,nec,"2018-07-19 14:35:00","2015-00-15 14:03:00","2019-00-23 13:43:00",theater2,s,424,72,false,true,credit
425,quam,"2019-07-25 24:50:00","2015-06-04 21:55:00","2014-03-16 04:38:00",theater1,w,425,16,false,false,cash
426,massa,"2012-04-07 23:34:00","2012-02-05 21:08:00","2013-08-21 24:56:00",theater2,x,426,41,true,true,check
427,aenean,"2013-05-06 14:46:00","2017-00-00 02:50:00","2014-07-06 12:43:00",theater1,X,427,26,true,true,check
428,blandit,"2017-01-13 24:54:00","2018-09-26 23:42:00","2010-09-16 22:55:00",theater2,d,428,32,true,true,cash
429,velit,"2017-05-24 23:59:00","2014-03-12 23:57:00","2014-00-10 01:51:00",theater1,r,429,85,true,false,credit
430,curabitur,"2014-09-02 02:43:00","2013-02-22 12:54:00","2013-08-21 24:53:00",theater1,e,430,47,false,false,cash
431,etiam,"2018-01-17 03:03:00","2013-01-13 14:43:00","2017-04-06 22:43:00",theater2,b,431,05,true,false,check
432,tellus,"2013-02-27 14:45:00","2010-06-23 12:55:00","2012-04-27 23:41:00",theater2,U,432,89,false,false,check
433,ultrices,"2017-00-05 23:54:00","2017-04-29 03:42:00","2016-06-16 03:34:00",theater1,s,433,48,false,false,credit
434,cum,"2019-00-12 24:57:00","2014-08-01 21:51:00","2010-00-21 04:22:00",theater1,A,434,39,false,false,cash
435,curabitur,"2016-05-20 13:53:00","2017-07-27 04:35:00","2013-02-09 24:40:00",theater1,W,435,48,false,true,cash
436,adipiscing,"2010-08-26 24:54:00","2016-04-16 20:31:00","2016-06-05 13:56:00",theater2,L,436,61,false,false,cash
437,feugiat,"2017-02-26 14:48:00","2019-06-01 22:54:00","2018-07-24 02:58:00",theater2,f,437,77,false,false,check
438,vestibulum,"2013-07-16 03:22:00","2011-06-12 13:53:00","2015-05-12 03:59:00",theater2,H,438,56,false,false,credit
439,mattis,"2018-01-22 01:37:00","2015-00-02 14:36:00","2018-07-14 21:41:00",theater2,z,439,99,false,false,credit
440,curabitur,"2013-08-04 23:50:00","2012-02-15 24:40:00","2017-03-21 03:46:00",theater2,f,440,32,true,true,check
441,leo,"2012-05-24 24:46:00","2012-02-10 23:57:00","2019-01-24 23:51:00",theater1,k,441,46,false,false,credit
442,orci,"2015-01-20 24:49:00","2013-06-23 24:37:00","2011-06-15 04:46:00",theater1,L,442,72,false,true,credit
443,justo,"2017-01-23 24:20:00","2011-05-16 24:50:00","2013-03-12 24:34:00",theater2,U,443,66,true,true,credit
444,est,"2013-05-19 13:38:00","2012-06-26 14:19:00","2013-05-06 24:50:00",theater1,n,444,26,false,true,check
445,rutrum,"2018-04-22 24:55:00","2012-02-29 04:50:00","2012-03-28 14:40:00",theater2,g,445,94,true,true,check
